city_name,date,avg_temp,min_temp,max_temp,avg_humidity,latitude,longitude,weather_season,climate_note
Angeles City,2026-01-03,24.33,21.96,27.46,75.2,15.15,120.5833,Amihan (Northeast Monsoon),Cool Dry Season
Angeles City,2026-01-04,24.64,22.13,27.89,79.3,15.15,120.5833,Amihan (Northeast Monsoon),Cool Dry Season
Angeles City,2026-01-05,24.43,21.63,27.47,76.5,15.15,120.5833,Amihan (Northeast Monsoon),Cool Dry Season
Angeles City,2026-01-06,25.15,21.94,27.31,79.7,15.15,120.5833,Amihan (Northeast Monsoon),Cool Dry Season
Angeles City,2026-01-07,24.32,22.11,27.42,77.6,15.15,120.5833,Amihan (Northeast Monsoon),Cool Dry Season
Angeles City,2026-01-08,25.03,22.42,27.6,75.3,15.15,120.5833,Amihan (Northeast Monsoon),Cool Dry Season
Angeles City,2026-01-09,24.75,22.57,26.65,76.0,15.15,120.5833,Amihan (Northeast Monsoon),Cool Dry Season
Angeles City,2026-01-10,24.91,22.62,27.86,78.4,15.15,120.5833,Amihan (Northeast Monsoon),Cool Dry Season
Angeles City,2026-01-11,24.7,22.06,27.6,73.8,15.15,120.5833,Amihan (Northeast Monsoon),Cool Dry Season
Angeles City,2026-01-12,24.46,22.09,28.11,74.6,15.15,120.5833,Amihan (Northeast Monsoon),Cool Dry Season
Angeles City,2026-01-13,24.71,22.02,28.02,79.2,15.15,120.5833,Amihan (Northeast Monsoon),Cool Dry Season
Angeles City,2026-01-14,24.77,20.82,27.87,75.8,15.15,120.5833,Amihan (Northeast Monsoon),Cool Dry Season
Angeles City,2026-01-15,25.32,23.45,27.54,75.0,15.15,120.5833,Amihan (Northeast Monsoon),Cool Dry Season
Angeles City,2026-01-16,24.23,21.99,26.52,75.0,15.15,120.5833,Amihan (Northeast Monsoon),Cool Dry Season
Angeles City,2026-01-17,24.72,22.81,27.13,76.0,15.15,120.5833,Amihan (Northeast Monsoon),Cool Dry Season
Angeles City,2026-01-18,24.88,23.23,26.76,76.4,15.15,120.5833,Amihan (Northeast Monsoon),Cool Dry Season
Angeles City,2026-01-19,24.68,21.42,28.74,78.4,15.15,120.5833,Amihan (Northeast Monsoon),Cool Dry Season
Angeles City,2026-01-20,24.96,22.5,27.84,77.0,15.15,120.5833,Amihan (Northeast Monsoon),Cool Dry Season
Angeles City,2026-01-21,24.56,21.57,27.64,76.2,15.15,120.5833,Amihan (Northeast Monsoon),Cool Dry Season
Angeles City,2026-01-22,24.92,22.34,27.68,76.5,15.15,120.5833,Amihan (Northeast Monsoon),Cool Dry Season
Angeles City,2026-01-23,24.73,21.85,28.62,78.7,15.15,120.5833,Amihan (Northeast Monsoon),Cool Dry Season
Angeles City,2026-01-24,24.72,22.35,28.22,75.5,15.15,120.5833,Amihan (Northeast Monsoon),Cool Dry Season
Angeles City,2026-01-25,24.15,22.32,27.29,75.1,15.15,120.5833,Amihan (Northeast Monsoon),Cool Dry Season
Angeles City,2026-01-26,24.46,22.41,26.78,76.9,15.15,120.5833,Amihan (Northeast Monsoon),Cool Dry Season
Angeles City,2026-01-27,24.82,22.03,27.5,74.5,15.15,120.5833,Amihan (Northeast Monsoon),Cool Dry Season
Angeles City,2026-01-28,24.71,22.95,27.54,76.1,15.15,120.5833,Amihan (Northeast Monsoon),Cool Dry Season
Angeles City,2026-01-29,25.06,23.25,28.11,75.5,15.15,120.5833,Amihan (Northeast Monsoon),Cool Dry Season
Angeles City,2026-01-30,24.64,22.77,27.95,75.2,15.15,120.5833,Amihan (Northeast Monsoon),Cool Dry Season
Angeles City,2026-01-31,24.6,21.97,28.79,79.1,15.15,120.5833,Amihan (Northeast Monsoon),Cool Dry Season
Antipolo,2026-01-01,24.15,21.85,27.24,84.5,15.6181,121.19,Amihan (Northeast Monsoon),Cool Dry Season
Antipolo,2026-01-02,23.73,21.76,26.55,86.4,15.6181,121.19,Amihan (Northeast Monsoon),Cool Dry Season
Antipolo,2026-01-03,23.84,21.09,26.13,83.9,15.6181,121.19,Amihan (Northeast Monsoon),Cool Dry Season
Antipolo,2026-01-04,24.06,21.55,27.63,86.2,15.6181,121.19,Amihan (Northeast Monsoon),Cool Dry Season
Antipolo,2026-01-05,23.45,21.39,26.71,85.3,15.6181,121.19,Amihan (Northeast Monsoon),Cool Dry Season
Antipolo,2026-01-06,23.63,21.02,27.57,83.6,15.6181,121.19,Amihan (Northeast Monsoon),Cool Dry Season
Antipolo,2026-01-07,23.91,21.37,27.4,86.9,15.6181,121.19,Amihan (Northeast Monsoon),Cool Dry Season
Antipolo,2026-01-08,24.3,22.17,26.23,84.1,15.6181,121.19,Amihan (Northeast Monsoon),Cool Dry Season
Antipolo,2026-01-09,24.0,21.86,27.36,83.6,15.6181,121.19,Amihan (Northeast Monsoon),Cool Dry Season
Antipolo,2026-01-10,23.82,21.75,26.97,86.1,15.6181,121.19,Amihan (Northeast Monsoon),Cool Dry Season
Antipolo,2026-01-11,23.39,20.66,26.75,83.9,15.6181,121.19,Amihan (Northeast Monsoon),Cool Dry Season
Antipolo,2026-01-12,23.81,21.86,26.16,85.9,15.6181,121.19,Amihan (Northeast Monsoon),Cool Dry Season
Antipolo,2026-01-13,24.1,21.94,26.75,86.7,15.6181,121.19,Amihan (Northeast Monsoon),Cool Dry Season
Antipolo,2026-01-14,24.06,21.19,27.98,85.9,15.6181,121.19,Amihan (Northeast Monsoon),Cool Dry Season
Antipolo,2026-01-15,23.91,21.3,26.22,85.2,15.6181,121.19,Amihan (Northeast Monsoon),Cool Dry Season
Antipolo,2026-01-16,23.83,21.05,27.19,84.2,15.6181,121.19,Amihan (Northeast Monsoon),Cool Dry Season
Antipolo,2026-01-17,24.12,21.41,27.69,85.3,15.6181,121.19,Amihan (Northeast Monsoon),Cool Dry Season
Antipolo,2026-01-18,23.76,21.78,26.52,85.8,15.6181,121.19,Amihan (Northeast Monsoon),Cool Dry Season
Antipolo,2026-01-19,24.06,21.93,27.69,86.1,15.6181,121.19,Amihan (Northeast Monsoon),Cool Dry Season
Antipolo,2026-01-20,24.13,22.48,26.24,81.2,15.6181,121.19,Amihan (Northeast Monsoon),Cool Dry Season
Antipolo,2026-01-21,23.84,21.48,26.76,87.7,15.6181,121.19,Amihan (Northeast Monsoon),Cool Dry Season
Antipolo,2026-01-22,23.34,21.52,26.02,83.6,15.6181,121.19,Amihan (Northeast Monsoon),Cool Dry Season
Antipolo,2026-01-23,24.25,21.89,27.6,86.3,15.6181,121.19,Amihan (Northeast Monsoon),Cool Dry Season
Antipolo,2026-01-24,24.08,21.87,27.04,84.4,15.6181,121.19,Amihan (Northeast Monsoon),Cool Dry Season
Antipolo,2026-01-25,23.74,21.98,25.34,86.6,15.6181,121.19,Amihan (Northeast Monsoon),Cool Dry Season
Antipolo,2026-01-26,24.05,22.21,26.87,83.3,15.6181,121.19,Amihan (Northeast Monsoon),Cool Dry Season
Antipolo,2026-01-27,23.59,21.55,26.39,86.8,15.6181,121.19,Amihan (Northeast Monsoon),Cool Dry Season
Antipolo,2026-01-28,23.53,21.24,26.14,85.5,15.6181,121.19,Amihan (Northeast Monsoon),Cool Dry Season
Antipolo,2026-01-29,23.79,21.36,26.55,85.0,15.6181,121.19,Amihan (Northeast Monsoon),Cool Dry Season
Antipolo,2026-01-30,23.93,21.37,26.99,88.0,15.6181,121.19,Amihan (Northeast Monsoon),Cool Dry Season
Antipolo,2026-01-31,24.22,22.15,27.38,84.5,15.6181,121.19,Amihan (Northeast Monsoon),Cool Dry Season
Bacolod,2026-01-01,24.14,21.79,27.55,88.6,12.2285,123.5085,Amihan (Northeast Monsoon),Cool Dry Season
Bacolod,2026-01-02,24.48,21.79,28.05,86.6,12.2285,123.5085,Amihan (Northeast Monsoon),Cool Dry Season
Bacolod,2026-01-03,24.47,22.23,27.49,86.9,12.2285,123.5085,Amihan (Northeast Monsoon),Cool Dry Season
Bacolod,2026-01-04,24.01,21.79,26.57,86.4,12.2285,123.5085,Amihan (Northeast Monsoon),Cool Dry Season
Bacolod,2026-01-05,24.25,22.4,26.78,86.3,12.2285,123.5085,Amihan (Northeast Monsoon),Cool Dry Season
Bacolod,2026-01-06,24.32,22.12,27.14,88.2,12.2285,123.5085,Amihan (Northeast Monsoon),Cool Dry Season
Bacolod,2026-01-07,24.68,22.27,27.58,85.7,12.2285,123.5085,Amihan (Northeast Monsoon),Cool Dry Season
Bacolod,2026-01-08,24.37,22.15,26.85,89.8,12.2285,123.5085,Amihan (Northeast Monsoon),Cool Dry Season
Bacolod,2026-01-09,24.22,22.16,26.93,85.6,12.2285,123.5085,Amihan (Northeast Monsoon),Cool Dry Season
Bacolod,2026-01-10,24.1,22.05,26.76,88.6,12.2285,123.5085,Amihan (Northeast Monsoon),Cool Dry Season
Bacolod,2026-01-11,24.46,22.14,27.23,87.4,12.2285,123.5085,Amihan (Northeast Monsoon),Cool Dry Season
Bacolod,2026-01-12,24.14,22.11,26.66,86.7,12.2285,123.5085,Amihan (Northeast Monsoon),Cool Dry Season
Bacolod,2026-01-13,24.22,21.79,27.03,88.9,12.2285,123.5085,Amihan (Northeast Monsoon),Cool Dry Season
Bacolod,2026-01-14,24.45,21.98,27.39,88.2,12.2285,123.5085,Amihan (Northeast Monsoon),Cool Dry Season
Bacolod,2026-01-15,24.11,22.05,26.34,90.0,12.2285,123.5085,Amihan (Northeast Monsoon),Cool Dry Season
Bacolod,2026-01-16,24.06,21.79,26.77,88.9,12.2285,123.5085,Amihan (Northeast Monsoon),Cool Dry Season
Bacolod,2026-01-17,24.12,21.79,26.47,88.0,12.2285,123.5085,Amihan (Northeast Monsoon),Cool Dry Season
Bacolod,2026-01-18,24.2,22.46,27.49,86.8,12.2285,123.5085,Amihan (Northeast Monsoon),Cool Dry Season
Bacolod,2026-01-19,24.15,21.89,26.39,88.8,12.2285,123.5085,Amihan (Northeast Monsoon),Cool Dry Season
Bacolod,2026-01-20,24.14,21.92,26.61,87.4,12.2285,123.5085,Amihan (Northeast Monsoon),Cool Dry Season
Bacolod,2026-01-21,24.3,21.98,27.06,87.0,12.2285,123.5085,Amihan (Northeast Monsoon),Cool Dry Season
Bacolod,2026-01-22,23.94,22.15,25.86,85.5,12.2285,123.5085,Amihan (Northeast Monsoon),Cool Dry Season
Bacolod,2026-01-23,24.16,22.05,27.16,86.1,12.2285,123.5085,Amihan (Northeast Monsoon),Cool Dry Season
Bacolod,2026-01-24,24.22,21.96,26.61,90.6,12.2285,123.5085,Amihan (Northeast Monsoon),Cool Dry Season
Bacolod,2026-01-25,24.58,21.79,26.75,86.8,12.2285,123.5085,Amihan (Northeast Monsoon),Cool Dry Season
Bacolod,2026-01-26,24.2,21.81,27.84,85.7,12.2285,123.5085,Amihan (Northeast Monsoon),Cool Dry Season
Bacolod,2026-01-27,24.38,22.31,26.52,88.4,12.2285,123.5085,Amihan (Northeast Monsoon),Cool Dry Season
Bacolod,2026-01-28,24.36,21.79,27.61,88.2,12.2285,123.5085,Amihan (Northeast Monsoon),Cool Dry Season
Bacolod,2026-01-29,24.4,22.33,26.75,87.7,12.2285,123.5085,Amihan (Northeast Monsoon),Cool Dry Season
Bacolod,2026-01-30,24.65,22.7,27.48,86.3,12.2285,123.5085,Amihan (Northeast Monsoon),Cool Dry Season
Bacolod,2026-01-31,24.47,22.71,27.36,85.2,12.2285,123.5085,Amihan (Northeast Monsoon),Cool Dry Season
Bacoor,2026-01-01,25.02,22.69,27.42,83.9,14.459,120.929,Amihan (Northeast Monsoon),Cool Dry Season
Bacoor,2026-01-02,25.22,22.99,28.49,83.6,14.459,120.929,Amihan (Northeast Monsoon),Cool Dry Season
Bacoor,2026-01-03,25.24,23.07,28.79,84.2,14.459,120.929,Amihan (Northeast Monsoon),Cool Dry Season
Bacoor,2026-01-04,25.26,22.92,27.48,82.1,14.459,120.929,Amihan (Northeast Monsoon),Cool Dry Season
Bacoor,2026-01-05,25.11,23.51,27.92,82.9,14.459,120.929,Amihan (Northeast Monsoon),Cool Dry Season
Bacoor,2026-01-06,24.96,23.2,27.52,83.1,14.459,120.929,Amihan (Northeast Monsoon),Cool Dry Season
Bacoor,2026-01-07,25.1,22.09,27.9,85.4,14.459,120.929,Amihan (Northeast Monsoon),Cool Dry Season
Bacoor,2026-01-08,25.21,23.18,28.37,81.8,14.459,120.929,Amihan (Northeast Monsoon),Cool Dry Season
Bacoor,2026-01-09,24.93,22.43,28.3,84.2,14.459,120.929,Amihan (Northeast Monsoon),Cool Dry Season
Bacoor,2026-01-10,25.12,22.64,28.23,82.3,14.459,120.929,Amihan (Northeast Monsoon),Cool Dry Season
Bacoor,2026-01-11,25.29,22.9,27.68,83.8,14.459,120.929,Amihan (Northeast Monsoon),Cool Dry Season
Bacoor,2026-01-12,25.09,22.87,28.08,83.1,14.459,120.929,Amihan (Northeast Monsoon),Cool Dry Season
Bacoor,2026-01-13,25.22,22.78,28.25,87.3,14.459,120.929,Amihan (Northeast Monsoon),Cool Dry Season
Bacoor,2026-01-14,24.98,22.85,28.12,83.6,14.459,120.929,Amihan (Northeast Monsoon),Cool Dry Season
Bacoor,2026-01-15,25.56,22.84,28.53,82.8,14.459,120.929,Amihan (Northeast Monsoon),Cool Dry Season
Bacoor,2026-01-16,24.97,22.55,27.8,85.1,14.459,120.929,Amihan (Northeast Monsoon),Cool Dry Season
Bacoor,2026-01-17,25.14,22.14,28.49,84.5,14.459,120.929,Amihan (Northeast Monsoon),Cool Dry Season
Bacoor,2026-01-18,24.8,22.16,27.71,83.4,14.459,120.929,Amihan (Northeast Monsoon),Cool Dry Season
Bacoor,2026-01-19,25.2,23.22,27.14,83.6,14.459,120.929,Amihan (Northeast Monsoon),Cool Dry Season
Bacoor,2026-01-20,25.27,22.05,28.19,84.9,14.459,120.929,Amihan (Northeast Monsoon),Cool Dry Season
Bacoor,2026-01-21,25.53,22.93,27.3,84.9,14.459,120.929,Amihan (Northeast Monsoon),Cool Dry Season
Bacoor,2026-01-22,25.04,21.97,27.77,84.5,14.459,120.929,Amihan (Northeast Monsoon),Cool Dry Season
Bacoor,2026-01-23,25.37,23.34,28.07,85.8,14.459,120.929,Amihan (Northeast Monsoon),Cool Dry Season
Bacoor,2026-01-24,25.25,22.71,28.38,83.5,14.459,120.929,Amihan (Northeast Monsoon),Cool Dry Season
Bacoor,2026-01-25,25.23,23.38,27.74,84.4,14.459,120.929,Amihan (Northeast Monsoon),Cool Dry Season
Bacoor,2026-01-26,25.29,23.11,27.61,83.9,14.459,120.929,Amihan (Northeast Monsoon),Cool Dry Season
Bacoor,2026-01-27,24.92,22.93,28.1,86.5,14.459,120.929,Amihan (Northeast Monsoon),Cool Dry Season
Bacoor,2026-01-28,25.34,22.93,27.55,85.3,14.459,120.929,Amihan (Northeast Monsoon),Cool Dry Season
Bacoor,2026-01-29,24.99,22.69,27.61,85.1,14.459,120.929,Amihan (Northeast Monsoon),Cool Dry Season
Bacoor,2026-01-30,24.86,22.05,27.43,86.7,14.459,120.929,Amihan (Northeast Monsoon),Cool Dry Season
Bacoor,2026-01-31,25.2,22.99,27.16,84.4,14.459,120.929,Amihan (Northeast Monsoon),Cool Dry Season
Bago City,2026-01-01,25.34,23.56,27.94,82.2,10.5333,122.8333,Amihan (Northeast Monsoon),Cool Dry Season
Bago City,2026-01-02,25.06,23.07,27.6,84.4,10.5333,122.8333,Amihan (Northeast Monsoon),Cool Dry Season
Bago City,2026-01-03,25.4,23.07,27.83,81.6,10.5333,122.8333,Amihan (Northeast Monsoon),Cool Dry Season
Bago City,2026-01-04,25.58,23.52,28.08,83.9,10.5333,122.8333,Amihan (Northeast Monsoon),Cool Dry Season
Bago City,2026-01-05,25.23,23.07,28.11,86.5,10.5333,122.8333,Amihan (Northeast Monsoon),Cool Dry Season
Bago City,2026-01-06,25.36,23.19,27.92,84.3,10.5333,122.8333,Amihan (Northeast Monsoon),Cool Dry Season
Bago City,2026-01-07,25.36,23.07,27.76,82.4,10.5333,122.8333,Amihan (Northeast Monsoon),Cool Dry Season
Bago City,2026-01-08,25.45,23.22,27.95,84.9,10.5333,122.8333,Amihan (Northeast Monsoon),Cool Dry Season
Bago City,2026-01-09,25.33,23.39,27.9,85.8,10.5333,122.8333,Amihan (Northeast Monsoon),Cool Dry Season
Bago City,2026-01-10,25.22,23.07,27.77,83.0,10.5333,122.8333,Amihan (Northeast Monsoon),Cool Dry Season
Bago City,2026-01-11,25.44,23.44,27.91,83.0,10.5333,122.8333,Amihan (Northeast Monsoon),Cool Dry Season
Bago City,2026-01-12,25.41,23.6,27.57,83.4,10.5333,122.8333,Amihan (Northeast Monsoon),Cool Dry Season
Bago City,2026-01-13,25.16,23.07,27.79,82.7,10.5333,122.8333,Amihan (Northeast Monsoon),Cool Dry Season
Bago City,2026-01-14,25.29,23.38,27.96,83.8,10.5333,122.8333,Amihan (Northeast Monsoon),Cool Dry Season
Bago City,2026-01-15,25.32,23.07,28.13,85.6,10.5333,122.8333,Amihan (Northeast Monsoon),Cool Dry Season
Bago City,2026-01-16,25.28,23.26,27.9,83.2,10.5333,122.8333,Amihan (Northeast Monsoon),Cool Dry Season
Bago City,2026-01-17,25.21,23.07,27.79,83.8,10.5333,122.8333,Amihan (Northeast Monsoon),Cool Dry Season
Bago City,2026-01-18,25.3,23.07,27.83,86.3,10.5333,122.8333,Amihan (Northeast Monsoon),Cool Dry Season
Bago City,2026-01-19,25.3,23.49,28.3,86.2,10.5333,122.8333,Amihan (Northeast Monsoon),Cool Dry Season
Bago City,2026-01-20,25.3,23.36,27.54,83.4,10.5333,122.8333,Amihan (Northeast Monsoon),Cool Dry Season
Bago City,2026-01-21,25.36,23.39,28.0,84.1,10.5333,122.8333,Amihan (Northeast Monsoon),Cool Dry Season
Bago City,2026-01-22,25.24,23.07,28.22,84.4,10.5333,122.8333,Amihan (Northeast Monsoon),Cool Dry Season
Bago City,2026-01-23,25.35,23.07,27.99,87.9,10.5333,122.8333,Amihan (Northeast Monsoon),Cool Dry Season
Bago City,2026-01-24,25.2,23.29,27.74,83.5,10.5333,122.8333,Amihan (Northeast Monsoon),Cool Dry Season
Bago City,2026-01-25,25.5,23.52,28.01,84.9,10.5333,122.8333,Amihan (Northeast Monsoon),Cool Dry Season
Bago City,2026-01-26,25.37,23.45,27.83,84.0,10.5333,122.8333,Amihan (Northeast Monsoon),Cool Dry Season
Bago City,2026-01-27,25.21,23.07,28.26,85.2,10.5333,122.8333,Amihan (Northeast Monsoon),Cool Dry Season
Bago City,2026-01-28,25.35,23.28,27.87,85.2,10.5333,122.8333,Amihan (Northeast Monsoon),Cool Dry Season
Bago City,2026-01-29,25.12,23.31,27.4,84.5,10.5333,122.8333,Amihan (Northeast Monsoon),Cool Dry Season
Bago City,2026-01-30,25.16,23.1,27.66,83.2,10.5333,122.8333,Amihan (Northeast Monsoon),Cool Dry Season
Bago City,2026-01-31,25.16,23.11,27.7,83.5,10.5333,122.8333,Amihan (Northeast Monsoon),Cool Dry Season
Baguio,2026-01-01,14.6,12.27,17.29,86.8,16.4164,120.5931,Amihan (Northeast Monsoon),Cool Dry Season
Baguio,2026-01-02,14.54,12.35,17.5,85.1,16.4164,120.5931,Amihan (Northeast Monsoon),Cool Dry Season
Baguio,2026-01-03,15.1,13.28,17.01,90.5,16.4164,120.5931,Amihan (Northeast Monsoon),Cool Dry Season
Baguio,2026-01-04,15.21,12.6,18.84,88.3,16.4164,120.5931,Amihan (Northeast Monsoon),Cool Dry Season
Baguio,2026-01-05,14.8,12.57,16.61,90.2,16.4164,120.5931,Amihan (Northeast Monsoon),Cool Dry Season
Baguio,2026-01-06,14.72,12.37,17.81,86.5,16.4164,120.5931,Amihan (Northeast Monsoon),Cool Dry Season
Baguio,2026-01-07,14.54,12.17,17.61,89.8,16.4164,120.5931,Amihan (Northeast Monsoon),Cool Dry Season
Baguio,2026-01-08,14.51,11.47,17.42,89.4,16.4164,120.5931,Amihan (Northeast Monsoon),Cool Dry Season
Baguio,2026-01-09,14.86,12.78,16.62,88.2,16.4164,120.5931,Amihan (Northeast Monsoon),Cool Dry Season
Baguio,2026-01-10,15.43,13.13,18.29,88.3,16.4164,120.5931,Amihan (Northeast Monsoon),Cool Dry Season
Baguio,2026-01-11,14.79,11.86,17.83,87.7,16.4164,120.5931,Amihan (Northeast Monsoon),Cool Dry Season
Baguio,2026-01-12,15.21,13.57,17.46,88.8,16.4164,120.5931,Amihan (Northeast Monsoon),Cool Dry Season
Baguio,2026-01-13,14.83,11.63,17.28,88.5,16.4164,120.5931,Amihan (Northeast Monsoon),Cool Dry Season
Baguio,2026-01-14,14.58,12.04,17.91,88.8,16.4164,120.5931,Amihan (Northeast Monsoon),Cool Dry Season
Baguio,2026-01-15,15.13,13.16,17.18,87.9,16.4164,120.5931,Amihan (Northeast Monsoon),Cool Dry Season
Baguio,2026-01-16,14.81,13.2,18.12,89.3,16.4164,120.5931,Amihan (Northeast Monsoon),Cool Dry Season
Baguio,2026-01-17,14.54,11.55,17.35,88.7,16.4164,120.5931,Amihan (Northeast Monsoon),Cool Dry Season
Baguio,2026-01-18,14.59,11.07,17.94,86.1,16.4164,120.5931,Amihan (Northeast Monsoon),Cool Dry Season
Baguio,2026-01-19,14.79,12.81,17.36,88.3,16.4164,120.5931,Amihan (Northeast Monsoon),Cool Dry Season
Baguio,2026-01-20,14.73,12.12,17.31,88.6,16.4164,120.5931,Amihan (Northeast Monsoon),Cool Dry Season
Baguio,2026-01-21,14.74,12.75,17.84,87.2,16.4164,120.5931,Amihan (Northeast Monsoon),Cool Dry Season
Baguio,2026-01-22,14.46,12.0,17.84,84.9,16.4164,120.5931,Amihan (Northeast Monsoon),Cool Dry Season
Baguio,2026-01-23,14.69,11.46,18.23,87.4,16.4164,120.5931,Amihan (Northeast Monsoon),Cool Dry Season
Baguio,2026-01-24,15.1,13.18,18.72,86.3,16.4164,120.5931,Amihan (Northeast Monsoon),Cool Dry Season
Baguio,2026-01-25,15.05,12.22,17.94,88.2,16.4164,120.5931,Amihan (Northeast Monsoon),Cool Dry Season
Baguio,2026-01-26,14.8,12.77,17.72,85.9,16.4164,120.5931,Amihan (Northeast Monsoon),Cool Dry Season
Baguio,2026-01-27,14.77,12.38,17.21,87.6,16.4164,120.5931,Amihan (Northeast Monsoon),Cool Dry Season
Baguio,2026-01-28,15.19,14.07,17.31,89.7,16.4164,120.5931,Amihan (Northeast Monsoon),Cool Dry Season
Baguio,2026-01-29,14.8,11.95,18.12,87.3,16.4164,120.5931,Amihan (Northeast Monsoon),Cool Dry Season
Baguio,2026-01-30,14.7,12.16,17.01,89.8,16.4164,120.5931,Amihan (Northeast Monsoon),Cool Dry Season
Baguio,2026-01-31,14.52,12.66,17.4,88.6,16.4164,120.5931,Amihan (Northeast Monsoon),Cool Dry Season
Bais,2026-01-01,25.32,23.05,28.35,83.4,9.5911,123.1228,Amihan (Northeast Monsoon),Cool Dry Season
Bais,2026-01-02,25.73,23.85,28.31,85.7,9.5911,123.1228,Amihan (Northeast Monsoon),Cool Dry Season
Bais,2026-01-03,25.74,23.7,28.49,84.8,9.5911,123.1228,Amihan (Northeast Monsoon),Cool Dry Season
Bais,2026-01-04,25.33,22.53,28.16,84.5,9.5911,123.1228,Amihan (Northeast Monsoon),Cool Dry Season
Bais,2026-01-05,25.37,23.27,28.21,83.8,9.5911,123.1228,Amihan (Northeast Monsoon),Cool Dry Season
Bais,2026-01-06,25.71,24.03,28.32,84.1,9.5911,123.1228,Amihan (Northeast Monsoon),Cool Dry Season
