city_name,date,hour,predicted_temp,predicted_humidity,latitude,longitude,weather_season,climate_note
Alaminos,2026-01-09,21,22.78,68.8,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-10,0,23.99,77.1,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-10,3,22.81,76.8,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-10,6,22.18,78.1,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-10,9,25.3,79.6,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-10,12,28.32,70.5,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-10,15,27.62,74.2,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-10,18,24.25,77.1,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-10,21,24.36,83.1,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-11,0,24.17,75.9,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-11,3,23.43,72.9,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-11,6,22.83,70.4,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-11,9,26.58,83.5,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-11,12,26.72,76.6,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-11,15,27.46,77.1,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-11,18,24.7,83.3,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-11,21,25.06,79.9,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-12,0,24.01,69.2,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-12,3,23.42,69.7,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-12,6,22.25,82.3,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-12,9,25.92,73.3,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-12,12,27.32,73.7,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-12,15,27.94,77.8,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-12,18,25.65,76.5,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-12,21,24.76,68.7,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-13,0,22.72,83.0,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-13,3,23.02,78.8,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-13,6,22.55,79.1,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-13,9,25.89,74.8,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-13,12,28.32,82.2,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-13,15,27.73,83.4,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-13,18,24.75,82.1,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-13,21,24.45,71.3,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-14,0,23.56,72.4,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-14,3,23.34,77.3,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-14,6,22.78,81.5,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-14,9,25.63,83.6,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-14,12,28.1,83.4,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-14,15,27.41,72.9,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-14,18,23.8,76.1,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-14,21,24.03,80.1,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-15,0,23.14,72.3,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-15,3,23.72,79.8,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-15,6,23.57,80.7,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-15,9,26.09,82.7,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-15,12,26.8,81.3,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-15,15,27.97,80.5,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-15,18,25.02,81.5,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-15,21,24.2,79.2,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-16,0,23.69,72.9,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-16,3,22.36,76.1,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-16,6,23.25,69.5,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-16,9,25.46,69.3,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-16,12,27.31,81.8,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-16,15,27.44,80.8,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-16,18,25.65,73.5,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-16,21,23.25,83.0,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-17,0,24.36,79.3,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-17,3,22.83,79.4,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-17,6,22.15,77.8,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-17,9,26.55,79.5,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-17,12,27.87,80.4,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-17,15,27.11,69.3,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-17,18,25.1,74.6,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-17,21,23.95,77.4,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-18,0,24.53,72.2,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-18,3,23.81,78.2,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-18,6,23.59,80.2,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-18,9,25.66,79.8,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-18,12,27.18,79.9,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-18,15,26.8,70.0,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-18,18,25.51,74.0,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-18,21,23.93,70.0,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-19,0,23.56,80.9,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-19,3,23.9,71.7,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-19,6,22.33,77.4,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-19,9,24.84,71.7,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-19,12,28.0,79.8,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-19,15,27.68,69.4,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-19,18,25.53,79.5,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-19,21,23.49,70.2,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-20,0,23.44,76.7,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-20,3,23.67,82.3,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-20,6,23.49,74.5,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-20,9,26.81,83.0,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-20,12,27.74,69.7,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-20,15,26.37,76.5,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-20,18,24.68,69.2,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-20,21,24.56,79.1,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-21,0,24.34,74.8,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-21,3,23.08,82.0,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-21,6,23.42,80.8,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-21,9,25.03,76.0,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-21,12,27.03,70.9,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-21,15,27.3,79.7,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-21,18,25.7,82.9,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-21,21,24.88,70.4,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-22,0,23.04,74.6,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-22,3,22.49,79.1,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-22,6,23.18,72.8,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-22,9,25.73,77.9,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-22,12,28.68,75.3,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-22,15,28.11,80.8,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-22,18,24.85,75.9,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-22,21,24.11,72.3,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-23,0,23.95,75.6,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-23,3,24.08,76.8,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-23,6,23.26,75.0,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-23,9,25.28,80.3,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-23,12,28.14,74.8,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-23,15,28.31,69.7,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-23,18,24.79,72.3,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-23,21,22.96,75.2,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-24,0,23.24,75.3,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-24,3,22.62,72.5,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-24,6,22.76,74.7,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-24,9,25.27,82.3,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-24,12,27.67,82.1,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-24,15,26.72,73.1,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-24,18,24.95,72.8,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-24,21,24.8,73.3,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-25,0,22.92,69.2,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-25,3,24.41,71.5,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-25,6,23.55,76.2,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-25,9,26.58,73.1,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-25,12,27.62,83.1,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-25,15,26.7,73.2,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-25,18,24.89,69.2,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-25,21,24.2,70.5,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-26,0,23.33,69.4,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-26,3,23.21,73.4,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-26,6,23.29,76.5,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-26,9,25.75,79.0,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-26,12,26.32,71.8,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-26,15,28.03,71.7,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-26,18,25.2,80.5,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-26,21,24.53,80.6,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-27,0,25.37,81.8,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-27,3,23.04,70.5,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-27,6,23.36,83.0,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-27,9,24.81,77.0,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-27,12,28.02,81.0,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-27,15,27.09,82.4,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-27,18,24.91,82.9,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-27,21,23.11,79.6,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-28,0,22.76,76.0,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-28,3,23.52,71.4,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-28,6,22.5,79.6,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-28,9,25.64,76.3,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-28,12,27.66,82.9,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-28,15,27.68,72.3,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-28,18,26.2,82.0,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-28,21,24.4,77.0,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-29,0,22.66,81.2,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-29,3,23.56,77.3,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-29,6,22.78,79.2,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-29,9,26.39,72.0,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-29,12,27.67,79.1,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-29,15,28.31,73.2,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-29,18,25.22,78.5,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-29,21,24.13,77.0,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-30,0,23.05,80.1,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-30,3,22.98,82.2,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-30,6,23.32,76.5,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-30,9,26.62,81.0,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-30,12,26.92,79.4,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-30,15,26.54,79.2,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-30,18,25.42,82.9,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-30,21,23.48,76.0,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-31,0,23.96,73.5,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-31,3,22.13,76.5,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-31,6,23.16,83.6,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
Alaminos,2026-01-31,9,26.8,81.1,16.1561,119.9811,Amihan (Northeast Monsoon),Cool Dry Season
